Ali,Kılıç,19,Turkiye,3,10,18,1,1,649961.5744531655,9106.839886164833,GK,
Ceren,Öz,24,Turkiye,9,19,14,10,2,11,2,17,8,16,16,4,6,13,19,6,14,4,649961.5744531655,9106.839886164833,LB,
Ceren,Kılıç,21,Turkiye,19,16,10,3,3,18,15,3,0,19,5,2,13,18,1,7,13,4,649961.5744531655,9106.839886164833,CM,
Ceren,Öztürk,18,Turkiye,1,11,6,15,5,4,12,5,9,14,13,7,14,3,2,12,11,4,649961.5744531655,9106.839886164833,CM,
Ceren,Özgür,18,Turkiye,14,17,19,12,18,3,13,1,14,19,16,12,17,6,6,18,0,4,649961.5744531655,9106.839886164833,LW,
Ceren,Kılıç,20,Turkiye,0,4,19,12,14,4,9,3,13,18,19,18,10,16,16,10,10,4,649961.5744531655,9106.839886164833,RW,
Ceren,Kılıç,25,Turkiye,1,13,18,15,19,18,6,4,6,9,18,4,6,1,7,12,19,4,649961.5744531655,9106.839886164833,ST,
Ceren,Korkmaz,18,Turkiye,2,18,10,18,17,15,4,13,6,9,12,18,6,10,19,16,10,4,649961.5744531655,9106.839886164833,ST,
Deniz,Kılıç,25,Turkiye,16,1,12,15,5,649961.5744531655,9106.839886164833,GK,
Deniz,Özdemir,19,Turkiye,15,13,15,4,3,9,17,4,4,19,1,9,2,9,4,9,9,5,649961.5744531655,9106.839886164833,CB,
Deniz,Özdemir,18,Turkiye,18,2,14,4,14,3,6,18,5,13,10,0,17,17,18,17,9,5,649961.5744531655,9106.839886164833,CB,
Deniz,Öz,23,Turkiye,17,11,16,15,12,17,19,12,4,16,7,0,14,9,0,16,6,5,649961.5744531655,9106.839886164833,LB,
Deniz,Korkmaz,20,Turkiye,5,13,19,1,5,4,15,2,3,16,8,4,7,16,5,15,6,5,649961.5744531655,9106.839886164833,RB,
Deniz,Kılıç,25,Turkiye,1,5,7,18,15,11,11,12,7,14,8,4,2,6,7,17,1,5,649961.5744531655,9106.839886164833,CM,
Deniz,Özdemir,22,Turkiye,15,2,10,6,15,5,19,8,6,17,18,2,2,16,1,18,2,5,649961.5744531655,9106.839886164833,CM,
Deniz,Güneş,24,Turkiye,2,9,17,9,3,15,7,4,9,2,15,15,15,11,15,2,7,5,649961.5744531655,9106.839886164833,RW,
Deniz,Eren,21,Turkiye,12,6,10,1,2,1,17,6,3,10,2,10,14,0,2,17,18,5,649961.5744531655,9106.839886164833,LW,
Deniz,Kılıç,23,Turkiye,3,13,12,15,2,10,17,13,11,1,10,17,5,3,11,16,3,5,649961.5744531655,9106.839886164833,ST,
Deniz,Korkmaz,25,Turkiye,19,14,13,16,5,5,11,11,16,14,12,17,10,11,5,8,11,5,649961.5744531655,9106.839886164833,ST,
Kemal,Özdemir,24,Turkiye,6,18,3,2,6,649961.5744531655,9106.839886164833,GK,
Kemal,Kılıç,18,Turkiye,3,13,0,10,8,5,7,17,0,15,5,12,5,5,3,17,17,6,649961.5744531655,9106.839886164833,CB,
Kemal,Korkmaz,25,Turkiye,19,14,10,17,7,10,17,6,9,11,0,18,3,9,18,7,1,6,649961.5744531655,9106.839886164833,CB,
Kemal,Korkmaz,25,Turkiye,8,7,18,6,6,10,18,14,16,1,6,15,4,0,13,16,2,6,649961.5744531655,9106.839886164833,RB,
Kemal,Kaya,23,Turkiye,1,18,5,15,15,8,18,4,9,14,17,1,8,10,11,7,2,6,649961.5744531655,9106.839886164833,LB,
Kemal,Korkmaz,20,Turkiye,12,3,15,8,5,16,16,15,0,1,14,7,17,0,17,11,17,6,649961.5744531655,9106.839886164833,CM,
Kemal,Korkmaz,25,Turkiye,6,19,17,14,11,0,15,6,6,1,0,16,18,19,7,0,9,6,649961.5744531655,9106.839886164833,CM,
Kemal,Eren,23,Turkiye,18,9,13,17,11,1,4,10,1,0,5,4,7,16,10,6,12,6,649961.5744531655,9106.839886164833,LW,
Kemal,Bilgin,22,Turkiye,1,19,1,8,13,10,18,5,14,5,3,9,2,1,6,2,18,6,649961.5744531655,9106.839886164833,RW,
Kemal,Korkmaz,20,Turkiye,2,4,8,0,9,11,9,18,15,14,19,4,4,3,10,10,15,6,649961.5744531655,9106.839886164833,ST,
Kemal,Kılıç,18,Turkiye,5,5,19,1,0,13,16,2,19,9,11,0,14,2,2,16,10,6,649961.5744531655,9106.839886164833,ST,
Mert,Özgür,22,Turkiye,6,14,1,17,7,649961.5744531655,9106.839886164833,GK,
Mert,Özkan,21,Turkiye,8,10,6,16,11,18,0,18,8,9,14,1,4,4,17,8,3,7,649961.5744531655,9106.839886164833,CB,
Mert,Kaya,18,Turkiye,18,1,0,6,0,1,3,6,12,7,11,16,6,2,4,14,14,7,649961.5744531655,9106.839886164833,CB,
Mert,Özkan,24,Turkiye,4,18,11,9,0,8,9,3,0,2,17,14,19,13,0,11,19,7,649961.5744531655,9106.839886164833,LB,
Mert,Kılıç,18,Turkiye,2,13,2,19,14,18,16,8,7,6,17,7,6,15,10,4,18,7,649961.5744531655,9106.839886164833,RB,
Mert,Eren,18,Turkiye,12,10,2,7,10,5,7,12,16,13,4,16,2,17,14,13,6,7,649961.5744531655,9106.839886164833,CM,
Mert,Özdemir,18,Turkiye,18,10,9,1,13,13,5,16,14,4,1,6,19,8,7,18,6,7,649961.5744531655,9106.839886164833,CM,
Mert,Ergin,21,Turkiye,15,1,19,11,9,6,6,13,8,8,0,11,1,15,8,15,6,7,649961.5744531655,9106.839886164833,LW,
Mert,Yıldırım,24,Turkiye,7,10,15,3,5,6,17,3,0,11,15,8,13,4,1,7,5,7,649961.5744531655,9106.839886164833,RW,
Mert,Korkmaz,19,Turkiye,1,17,4,11,9,8,8,18,11,18,5,8,13,14,16,2,4,7,649961.5744531655,9106.839886164833,ST,
Mert,Güneş,23,Turkiye,11,12,12,9,10,8,1,5,10,4,3,6,7,4,10,15,4,7,649961.5744531655,9106.839886164833,ST,
Burak,Özdemir,21,Turkiye,0,4,14,6,8,649961.5744531655,9106.839886164833,GK,
Burak,Eren,20,Turkiye,6,15,7,1,8,19,11,10,14,1,19,1,1,19,0,13,1,8,649961.5744531655,9106.839886164833,CB,
Burak,Eren,18,Turkiye,11,16,6,8,15,13,10,2,0,2,11,8,3,14,7,5,17,8,649961.5744531655,9106.839886164833,CB,
Burak,Kılıç,23,Turkiye,19,9,19,10,9,9,0,16,16,8,13,8,1,6,19,8,17,8,649961.5744531655,9106.839886164833,LB,
Burak,Kılıç,23,Turkiye,19,8,1,5,12,4,17,1,4,13,7,4,12,18,9,3,17,8,649961.5744531655,9106.839886164833,RB,
Burak,Ergin,20,Turkiye,14,5,11,13,15,15,12,9,13,10,18,9,7,5,12,10,12,8,649961.5744531655,9106.839886164833,CM,
Burak,Kılıç,25,Turkiye,10,19,12,15,7,9,3,19,6,12,0,9,19,10,10,9,18,8,649961.5744531655,9106.839886164833,CM,
Burak,Korkmaz,21,Turkiye,6,3,17,19,5,6,0,15,16,7,14,12,4,0,10,10,11,8,649961.5744531655,9106.839886164833,LW,
Burak,Öztürk,18,Turkiye,6,16,14,18,8,12,3,7,3,16,12,15,0,12,0,2,18,8,649961.5744531655,9106.839886164833,RW,
Burak,Güneş,21,Turkiye,11,1,10,1,14,4,1,10,12,12,19,1,13,2,7,9,5,8,649961.5744531655,9106.839886164833,ST,
Burak,Bilgin,19,Turkiye,17,15,4,11,3,19,10,8,3,16,17,0,13,2,10,9,18,8,649961.5744531655,9106.839886164833,ST,
Okan,Özdemir,18,Turkiye,5,18,9,19,9,649961.5744531655,9106.839886164833,GK,
Okan,Kılıç,23,Turkiye,0,12,10,14,9,5,3,7,8,6,6,15,5,8,10,1,0,9,649961.5744531655,9106.839886164833,CB,
Okan,Öz,22,Turkiye,18,4,14,16,17,1,17,12,9,17,7,13,13,4,14,2,13,9,649961.5744531655,9106.839886164833,CB,
Okan,Öztürk,22,Turkiye,4,12,14,8,8,12,19,15,18,4,17,16,15,19,18,12,1,9,649961.5744531655,9106.839886164833,LB,
Okan,Bilgin,25,Turkiye,16,3,19,8,4,1,11,9,8,6,16,19,1,10,7,5,15,9,649961.5744531655,9106.839886164833,RB,
Okan,Kılıç,25,Turkiye,10,7,3,17,9,5,6,0,1,0,12,14,6,8,3,3,17,9,649961.5744531655,9106.839886164833,CM,
Okan,Kılıç,21,Turkiye,5,13,11,1,5,2,6,14,7,9,7,7,6,8,8,11,9,9,649961.5744531655,9106.839886164833,CM,
Okan,Kaya,18,Turkiye,3,2,3,1,12,10,0,18,8,10,1,17,6,10,11,14,16,9,649961.5744531655,9106.839886164833,LW,
Okan,Korkmaz,20,Turkiye,11,8,1,18,3,10,8,14,19,5,8,4,7,8,10,7,9,9,649961.5744531655,9106.839886164833,RW,
Okan,Öztürk,19,Turkiye,17,3,11,17,3,6,13,9,19,1,9,1,1,17,5,10,18,9,649961.5744531655,9106.839886164833,ST,
Okan,Eren,22,Turkiye,1,3,17,3,18,14,11,10,1,4,9,12,17,15,6,14,18,9,649961.5744531655,9106.839886164833,ST,
Emre,Kılıç,19,Turkiye,2,5,9,16,10,649961.5744531655,9106.839886164833,GK,
Emre,Kılıç,22,Turkiye,13,8,17,12,4,0,9,4,6,10,6,14,18,8,3,10,8,10,649961.5744531655,9106.839886164833,CB,
Emre,Bilgin,19,Turkiye,12,14,17,13,16,15,1,8,19,14,1,4,1,9,7,15,11,10,649961.5744531655,9106.839886164833,CB,
Emre,Yıldırım,20,Turkiye,12,19,10,19,10,9,4,11,14,5,2,9,2,3,12,18,7,10,649961.5744531655,9106.839886164833,LB,
Emre,Özkan,22,Turkiye,2,10,12,3,10,16,16,5,12,5,4,15,19,7,1,5,3,10,649961.5744531655,9106.839886164833,RB,
Emre,Korkmaz,20,Turkiye,7,15,16,16,17,8,1,17,11,16,3,2,2,1,12,2,2,10,649961.5744531655,9106.839886164833,CM,
Emre,Özdemir,19,Turkiye,0,17,0,6,6,5,15,13,5,18,10,19,13,3,16,19,15,10,649961.5744531655,9106.839886164833,CM,
Emre,Kılıç,22,Turkiye,13,11,4,18,17,8,1,0,3,2,14,19,3,15,8,10,0,10,649961.5744531655,9106.839886164833,LW,
Emre,Kılıç,22,Turkiye,19,15,18,17,15,7,19,18,8,7,13,6,0,10,14,12,9,10,649961.5744531655,9106.839886164833,RW,
Emre,Güneş,24,Turkiye,0,8,5,7,8,18,6,14,13,0,1,19,17,12,6,10,0,10,649961.5744531655,9106.839886164833,ST,
Emre,Korkmaz,19,Turkiye,12,5,17,18,15,14,12,3,0,14,9,14,8,15,6,10,8,10,649961.5744531655,9106.839886164833,ST,
Can,Özkan,24,Turkiye,4,17,19,17,11,649961.5744531655,9106.839886164833,GK,
Can,Yıldırım,18,Turkiye,12,15,18,0,15,11,15,16,9,15,12,10,16,4,10,19,15,11,649961.5744531655,9106.839886164833,CB,
Can,Kılıç,21,Turkiye,0,2,19,6,12,11,3,3,10,18,12,5,3,12,5,7,2,11,649961.5744531655,9106.839886164833,CB,
Can,Özgür,20,Turkiye,12,2,13,11,1,8,16,11,12,8,1,12,2,3,3,17,15,11,649961.5744531655,9106.839886164833,LB,
Can,Ergin,23,Turkiye,7,3,0,3,6,1,13,19,10,3,2,13,7,4,0,9,17,11,649961.5744531655,9106.839886164833,RB,
Can,Korkmaz,23,Turkiye,1,19,16,4,6,15,14,10,3,16,7,1,1,11,1,11,19,11,649961.5744531655,9106.839886164833,CM,
Can,Korkmaz,20,Turkiye,15,15,9,5,18,14,2,13,14,10,7,15,9,16,17,18,6,11,649961.5744531655,9106.839886164833,CM,
Can,Özkan,23,Turkiye,10,16,4,0,19,0,10,5,16,14,6,8,13,8,9,17,8,11,649961.5744531655,9106.839886164833,LW,
Can,Öz,23,Turkiye,4,17,1,10,16,4,5,16,18,18,8,5,12,15,3,1,17,11,649961.5744531655,9106.839886164833,RW,
Can,Korkmaz,21,Turkiye,16,0,16,9,10,6,0,13,13,17,14,18,13,3,11,14,19,11,649961.5744531655,9106.839886164833,ST,
Can,Yıldırım,23,Turkiye,9,10,17,3,4,6,14,4,3,14,16,4,10,17,6,13,16,11,649961.5744531655,9106.839886164833,ST,
Arda,Kaya,18,Turkiye,17,3,5,12,12,649961.5744531655,9106.839886164833,GK,
Arda,Kılıç,24,Turkiye,11,1,14,14,2,16,0,15,6,8,16,11,0,10,9,13,11,12,649961.5744531655,9106.839886164833,CB,
Arda,Yıldırım,22,Turkiye,15,16,3,11,14,15,19,3,3,6,2,13,2,17,4,6,8,12,649961.5744531655,9106.839886164833,CB,
Arda,Öztürk,18,Turkiye,14,10,14,6,1,12,12,15,17,18,1,7,3,17,0,0,16,12,649961.5744531655,9106.839886164833,RB,
Arda,Özkan,25,Turkiye,19,17,5,7,14,13,12,2,6,2,2,16,7,16,18,0,0,12,649961.5744531655,9106.839886164833,LB,
Arda,Özgür,18,Turkiye,3,8,13,19,1,17,15,17,8,0,0,12,1,8,16,0,7,12,649961.5744531655,9106.839886164833,CM,
Arda,Korkmaz,19,Turkiye,18,6,4,19,10,9,10,13,1,0,3,11,14,11,18,2,3,12,649961.5744531655,9106.839886164833,CM,
Arda,Korkmaz,25,Turkiye,2,16,10,17,8,18,13,13,15,14,1,19,8,19,18,15,9,12,649961.5744531655,9106.839886164833,LW,
Arda,Özdemir,19,Turkiye,5,8,17,5,9,19,19,13,0,11,3,5,3,4,5,0,8,12,649961.5744531655,9106.839886164833,RW,
Arda,Korkmaz,19,Turkiye,1,15,6,11,9,16,8,18,10,6,12,12,7,2,2,18,0,12,649961.5744531655,9106.839886164833,ST,
Arda,Eren,22,Turkiye,8,4,2,3,8,7,6,16,7,7,13,7,7,9,16,9,17,12,649961.5744531655,9106.839886164833,ST,
Ege,Korkmaz,20,Turkiye,2,6,19,0,13,649961.5744531655,9106.839886164833,GK,
Ege,Korkmaz,22,Turkiye,8,7,10,4,2,16,5,6,5,8,0,12,19,1,17,19,7,13,649961.5744531655,9106.839886164833,CB,
Ege,Özdemir,21,Turkiye,13,16,6,2,13,17,13,3,12,19,1,13,13,2,4,8,5,13,649961.5744531655,9106.839886164833,CB,
Ege,Öztürk,21,Turkiye,6,12,19,1,10,13,6,10,16,6,9,7,14,15,1,13,15,13,649961.5744531655,9106.839886164833,LB,
Ege,Kılıç,23,Turkiye,10,12,2,13,18,15,10,5,0,8,9,16,15,2,11,7,1,13,649961.5744531655,9106.839886164833,RB,
Ege,Kaya,23,Turkiye,19,12,17,6,13,18,11,4,1,12,2,18,17,16,10,19,1,13,649961.5744531655,9106.839886164833,CM,
Ege,Kılıç,21,Turkiye,13,2,13,16,2,1,3,17,13,13,9,17,4,17,13,5,4,13,649961.5744531655,9106.839886164833,CM,
Ege,Özkan,19,Turkiye,16,10,7,13,11,14,13,19,7,14,19,3,1,11,9,3,7,13,649961.5744531655,9106.839886164833,RW,
Ege,Korkmaz,23,Turkiye,2,12,15,11,6,19,12,4,17,17,7,16,2,3,4,15,12,13,649961.5744531655,9106.839886164833,LW,
Ege,Kılıç,21,Turkiye,6,17,7,16,17,2,2,4,14,19,5,13,19,0,11,10,17,13,649961.5744531655,9106.839886164833,ST,
Ege,Özdemir,18,Turkiye,18,18,14,5,9,18,0,8,14,7,12,12,1,1,5,9,6,13,649961.5744531655,9106.839886164833,ST,
Serkan,Kılıç,19,Turkiye,17,3,6,8,14,649961.5744531655,9106.839886164833,GK,
Serkan,Bilgin,18,Turkiye,6,2,19,5,8,7,14,9,0,16,6,7,11,18,18,9,17,14,649961.5744531655,9106.839886164833,CB,
Serkan,Bilgin,21,Turkiye,17,1,11,15,10,18,6,14,6,19,0,17,15,10,10,7,3,14,649961.5744531655,9106.839886164833,CB,
Serkan,Kılıç,20,Turkiye,3,8,0,13,17,5,16,2,17,3,7,1,0,5,15,12,18,14,649961.5744531655,9106.839886164833,LB,
Serkan,Yıldırım,25,Turkiye,1,9,11,11,15,17,9,10,14,1,13,6,19,18,16,9,12,14,649961.5744531655,9106.839886164833,RB,
Serkan,Öz,25,Turkiye,17,6,10,11,3,15,18,2,3,4,12,10,2,9,17,18,10,14,649961.5744531655,9106.839886164833,CM,
Serkan,Ergin,24,Turkiye,0,16,13,9,1,10,9,16,3,10,13,4,4,17,13,7,7,14,649961.5744531655,9106.839886164833,CM,
Serkan,Güneş,18,Turkiye,15,12,1,5,13,18,11,1,13,11,2,2,0,13,8,19,19,14,649961.5744531655,9106.839886164833,LW,
Serkan,Kaya,22,Turkiye,1,12,6,2,2,15,12,15,7,11,0,5,3,12,7,18,19,14,649961.5744531655,9106.839886164833,RW,
Serkan,Kılıç,22,Turkiye,12,19,18,7,16,4,10,4,12,4,9,5,18,0,13,7,0,14,649961.5744531655,9106.839886164833,ST,
Serkan,Öztürk,24,Turkiye,7,5,15,17,15,0,10,1,19,4,14,13,7,15,16,4,8,14,649961.5744531655,9106.839886164833,ST,
Omer,Ergin,21,Turkiye,5,0,14,7,15,649961.5744531655,9106.839886164833,GK,
Omer,Korkmaz,20,Turkiye,18,17,17,9,18,9,16,11,5,0,18,5,2,4,14,11,2,15,649961.5744531655,9106.839886164833,CB,
Omer,Yıldırım,24,Turkiye,18,18,13,13,5,6,0,3,17,13,18,6,15,2,18,0,15,15,649961.5744531655,9106.839886164833,CB,
Omer,Kılıç,25,Turkiye,15,9,7,3,13,19,13,8,0,7,4,7,17,14,11,1,3,15,649961.5744531655,9106.839886164833,LB,
Omer,Kılıç,22,Turkiye,11,7,6,12,5,11,16,15,14,7,3,14,0,15,18,0,2,15,649961.5744531655,9106.839886164833,RB,
Omer,Kılıç,18,Turkiye,15,17,7,18,6,19,16,0,0,8,6,8,5,16,14,8,7,15,649961.5744531655,9106.839886164833,CM,
Omer,Korkmaz,20,Turkiye,3,13,7,9,5,18,15,14,14,5,13,2,17,8,9,12,14,15,649961.5744531655,9106.839886164833,CM,
Omer,Özgür,23,Turkiye,6,1,12,12,16,13,13,16,13,14,14,1,14,6,18,8,10,15,649961.5744531655,9106.839886164833,RW,
Omer,Korkmaz,22,Turkiye,13,0,13,7,8,19,7,15,2,7,3,6,15,13,7,15,0,15,649961.5744531655,9106.839886164833,LW,
Omer,Kaya,20,Turkiye,10,19,17,5,2,7,19,11,4,2,19,18,18,18,10,2,2,15,649961.5744531655,9106.839886164833,ST,
Omer,Özdemir,22,Turkiye,15,13,16,6,11,10,11,17,19,3,6,4,16,8,15,12,14,15,649961.5744531655,9106.839886164833,ST,
Gokhan,Eren,21,Turkiye,8,11,11,3,16,649961.5744531655,9106.839886164833,GK,
Gokhan,Korkmaz,19,Turkiye,12,15,11,16,13,5,18,12,11,13,4,16,6,13,12,4,1,16,649961.5744531655,9106.839886164833,CB,
Gokhan,Kılıç,19,Turkiye,11,7,5,16,19,1,4,10,3,3,11,8,12,17,15,17,8,16,649961.5744531655,9106.839886164833,CB,
Gokhan,Eren,19,Turkiye,19,16,9,0,0,2,16,11,18,19,15,5,15,1,2,12,3,16,649961.5744531655,9106.839886164833,RB,
Gokhan,Kılıç,24,Turkiye,14,15,0,11,11,15,7,6,0,9,8,10,5,11,11,4,15,16,649961.5744531655,9106.839886164833,LB,
Gokhan,Korkmaz,22,Turkiye,17,2,5,19,11,15,2,8,2,19,16,13,18,12,0,19,19,16,649961.5744531655,9106.839886164833,CM,
Gokhan,Özkan,18,Turkiye,4,19,9,15,4,5,9,14,7,16,1,4,16,16,1,11,13,16,649961.5744531655,9106.839886164833,CM,
Gokhan,Ergin,20,Turkiye,10,8,8,7,14,12,9,16,19,0,13,13,6,9,3,5,16,16,649961.5744531655,9106.839886164833,LW,
Gokhan,Kaya,22,Turkiye,16,6,12,6,5,8,1,6,14,18,14,14,11,13,1,14,17,16,649961.5744531655,9106.839886164833,RW,
Gokhan,Özdemir,23,Turkiye,11,13,9,3,1,19,12,8,18,17,0,5,8,6,3,17,8,16,649961.5744531655,9106.839886164833,ST,
Gokhan,Korkmaz,21,Turkiye,12,18,10,14,14,15,11,11,13,8,4,2,2,18,11,18,5,16,649961.5744531655,9106.839886164833,ST,
Bora,Kılıç,20,Turkiye,4,1,14,5,17,649961.5744531655,9106.839886164833,GK,
Bora,Kaya,20,Turkiye,11,9,11,18,8,5,13,11,19,2,14,6,19,7,2,17,19,17,649961.5744531655,9106.839886164833,CB,
Bora,Özkan,19,Turkiye,11,11,12,7,7,3,16,6,17,17,16,6,4,8,3,12,11,17,649961.5744531655,9106.839886164833,CB,
Bora,Yıldırım,21,Turkiye,1,4,12,2,16,13,9,19,3,14,9,18,19,4,18,2,16,17,649961.5744531655,9106.839886164833,RB,
Bora,Ergin,21,Turkiye,19,19,11,13,17,14,9,10,9,18,13,8,15,6,9,16,1,17,649961.5744531655,9106.839886164833,LB,
Bora,Özkan,22,Turkiye,2,18,14,3,3,13,19,4,10,17,5,13,3,2,14,12,7,17,649961.5744531655,9106.839886164833,CM,
Bora,Korkmaz,19,Turkiye,1,12,4,11,1,9,1,16,8,9,12,16,0,6,6,0,19,17,649961.5744531655,9106.839886164833,CM,
Bora,Kılıç,24,Turkiye,8,1,4,7,18,8,10,17,1,13,2,7,5,15,0,12,14,17,649961.5744531655,9106.839886164833,LW,
Bora,Eren,25,Turkiye,8,11,14,13,15,15,17,17,7,5,17,17,4,16,16,2,16,17,649961.5744531655,9106.839886164833,RW,
Bora,Kılıç,18,Turkiye,16,18,2,17,9,16,9,11,13,19,13,11,6,2,10,2,16,17,649961.5744531655,9106.839886164833,ST,
Bora,Özkan,22,Turkiye,16,10,4,10,10,9,2,2,13,15,15,16,11,0,8,17,16,17,649961.5744531655,9106.839886164833,ST,
Mustafa,Kılıç,23,Turkiye,8,5,10,11,18,649961.5744531655,9106.839886164833,GK,
Mustafa,Kılıç,25,Turkiye,4,2,10,3,10,18,4,11,4,7,9,2,19,10,11,12,18,18,649961.5744531655,9106.839886164833,CB,
Mustafa,Yıldırım,24,Turkiye,6,19,11,17,16,13,19,6,5,7,0,5,6,4,17,1,13,18,649961.5744531655,9106.839886164833,CB,
Mustafa,Özdemir,25,Turkiye,8,5,3,5,11,19,10,1,15,10,0,8,2,3,1,5,12,18,649961.5744531655,9106.839886164833,LB,
Mustafa,Kaya,21,Turkiye,16,18,0,1,1,3,7,10,3,15,7,4,7,6,12,10,13,18,649961.5744531655,9106.839886164833,RB,
Mustafa,Özdemir,20,Turkiye,12,6,8,18,1,8,15,19,17,12,10,5,10,13,18,6,11,18,649961.5744531655,9106.839886164833,CM,
Mustafa,Öz,25,Turkiye,13,2,11,13,16,16,2,0,16,11,2,13,14,0,18,15,5,18,649961.5744531655,9106.839886164833,CM,
